locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
1200178,SF Cart Project,Truck,15019101,MISSION BAY BLVD SOUTH: 03RD ST \ MISSION BAY BLVD to 04TH ST \ MISSION BAY BLVD (501 - 599),535 MISSION BAY BLVD SOUTH,8711007,8711,007,18MFF-0094,EXPIRED,7 Multiple Trucks on rotation (1 on Mission Bay Blvd South & 6 on 4th St).   Serving everything but hot dogs,6014983.88328,2108042.28534,37.769124412168054,-122.39147491124585,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0094&ExportPDF=1&Filename=18MFF-0094_schedule.pdf,Mo-Fr:10AM-3PM,,08/07/2018 12:00:00 AM,20180806,0,07/15/2019 12:00:00 AM,"(37.769124412168054, -122.39147491124585)",14,3,9,310,20
949952,"Santana ESG, Inc.",Truck,6754000,HARRISON ST: 21ST ST to 22ND ST (2500 - 2599),2598 HARRISON ST,3613009,3613,009,17MFF-0164,EXPIRED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0164&ExportPDF=1&Filename=17MFF-0164_schedule.pdf,Mo-Su:9AM-10PM,,03/21/2017 12:00:00 AM,20170316,1,07/15/2018 12:00:00 AM,"(0.0, 0.0)",,,,,
1163799,"SOHOMEI, LLC",Truck,8848000,MASONIC AVE: MCALLISTER ST to FULTON ST (500 - 599),599 MASONIC AVE,1108 012,1108,012,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,5998797.75168,2112598.57865,37.780723147544364,-122.44778964047842,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:9AM-10AM,,,20180521,1,07/15/2019 12:00:00 AM,"(37.780723147544364, -122.44778964047842)",15,6,2,54,16
1163796,"SOHOMEI, LLC",Truck,4614000,DAVIDSON AVE: QUINT ST to RANKIN ST (1500 - 1599),1580 DAVIDSON AVE,5216029,5216,029,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6015031.248,2099507.747,37.74569302612038,-122.39071458482128,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:2PM-3PM,,,20180521,1,07/15/2019 12:00:00 AM,"(37.74569302612038, -122.39071458482128)",10,3,8,58,1
963986,Singh Brothers Ice Cream,Truck,13356000,WALLACE AVE: JENNINGS ST to KEITH ST (1500 - 1599),1550 WALLACE AVE,4829006,4829,006,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6015093.174,2092759.834,37.72716806878196,-122.39002914870102,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,Mo-Fr:2PM-3PM,,,20170418,1,03/15/2018 12:00:00 AM,"(37.72716806878196, -122.39002914870102)",10,3,8,58,1
1174517,CC Acquisition LLC,Push Cart,8739201,MARKET ST: MAIN ST to BEALE ST \ DAVIS ST \ PINE ST (214 - 298) -- NORTH --,298 MARKET ST,0264004,0264,004,18MFF-0033,REQUESTED,Indian Chai (Tea),6013552.57,2116844.5,37.793213731663414,-122.39704303671823,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0033&ExportPDF=1&Filename=18MFF-0033_schedule.pdf,Mo-Su:7AM-6PM,,,20180612,0,07/15/2019 12:00:00 AM,"(37.793213731663414, -122.39704303671823)",4,1,10,28860,6
1058991,Ruru Juice LLC,Truck,9092000,MISSION ST: 02ND ST to NEW MONTGOMERY ST (600 - 634),601 MISSION ST,3722001,3722,001,17MFF-0198,REQUESTED,Smoothies: Juice: Salads: Fruit Bowls: Soup,6012725.856,2114842.86,37.78767164448786,-122.39976292583923,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0198&ExportPDF=1&Filename=17MFF-0198_schedule.pdf,Tu/Th/Fr:9AM-1PM,,,20171129,0,,"(37.78767164448786, -122.39976292583923)",12,2,9,28855,6
953001,Wonder Philly,Push Cart,270002,04TH ST: BERRY ST to MISSION CREEK (900 - 999),960 04TH ST,8708002,8708,002,17MFF-0166,ISSUED,Hot dogs: sausages: cheesesteaks: chips: drinks,6014277.187,2109955.224,37.77433766636957,-122.39405328631256,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0166&ExportPDF=1&Filename=17MFF-0166_schedule.pdf,Mo-We:9AM-5PM,,04/09/2018 12:00:00 AM,20170320,0,07/15/2019 12:00:00 AM,"(37.77433766636957, -122.39405328631256)",6,2,9,310,20
963987,Singh Brothers Ice Cream,Truck,5599000,FITZGERALD AVE: HAWES ST to INGALLS ST (1100 - 1199),1104 FITZGERALD AVE,4914022,4914,022,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6015221.628,2090210.317,37.720174722649276,-122.38940711434189,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,Mo-Fr:2PM-3PM,,,20170418,1,03/15/2018 12:00:00 AM,"(37.720174722649276, -122.38940711434189)",10,3,8,58,1
1163405,Julie's Hot Dogs,Truck,9121000,MISSION ST: 19TH ST to 20TH ST (2300 - 2399),2365 MISSION ST,3595024,3595,024,17MFF-0190,EXPIRED,Hot dogs: Bacon wrapped hot dogs: soda: water: sports drinks: energy drinks: chips,6007087.513,2104603.286,37.75924028515023,-122.4185441711166,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0190&ExportPDF=1&Filename=17MFF-0190_schedule.pdf,Su/Fr/Sa:12AM-3AM;Th/Fr/Sa:10PM-12AM,,05/17/2018 12:00:00 AM,20170824,0,07/15/2019 12:00:00 AM,"(37.75924028515023, -122.4185441711166)",2,4,7,28859,19
1163788,"SOHOMEI, LLC",Truck,9094000,MISSION ST: ANNIE ST to 03RD ST (663 - 699),690 MISSION ST,3707024,3707,024,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:7AM-8AM/10AM-11AM/12PM-1PM,,,20180521,1,07/15/2019 12:00:00 AM,"(0.0, 0.0)",,,,,
959619,"Kabob Trolley, LLC",Push Cart,267001,04TH ST: TOWNSEND ST to KING ST (700 - 799),298 KING ST,8702606,8702,606,17MFF-0177,REQUESTED,Gyros: Kebobs: refreshments and dessert,6014485.06287,2111154.51751,37.77764220851001,-122.39341814593186,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0177&ExportPDF=1&Filename=17MFF-0177_schedule.pdf,Mo-Su:10AM-8PM,,,20170407,0,03/15/2018 12:00:00 AM,"(37.77764220851001, -122.39341814593186)",6,2,9,28856,20
1219753,"Kabob Trolley, LLC",Truck,9101000,MISSION ST: 07TH ST to ANGELOS ALY \ JULIA ST (1100 - 1165),1133 MISSION ST,3727096,3727,096,18MFF-0106,REQUESTED,Halal Gyro and Cheesesteaks,6009260.818,2111511.319,37.77833025576586,-122.41151586526772,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0106&ExportPDF=1&Filename=18MFF-0106_schedule.pdf,Mo/Tu/Fr:9AM-4PM,,,20180913,0,07/15/2019 12:00:00 AM,"(37.77833025576586, -122.41151586526772)",8,2,9,28853,34
1090090,Tacos El Primo,Truck,13660000,WILLIAMS AVE: APOLLO ST to PHELPS ST \ VESTA ST (300 - 399),345 WILLIAMS AVE,5423A009,5423A,009,18MFF-0006,REQUESTED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,6012447.306,2093773.934,37.72980548057414,-122.39924710472444,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0006&ExportPDF=1&Filename=18MFF-0006_schedule.pdf,Su:8AM-10PM;Mo/Tu/We/Th/Fr:4PM-10PM,,,20180205,1,07/15/2019 12:00:00 AM,"(37.72980548057414, -122.39924710472444)",10,3,8,58,1
963994,Singh Brothers Ice Cream,Truck,7223000,INGALLS ST: GEORGE CT to OAKDALE AVE (1350 - 1399),1309 INGALLS ST,4714002,4714,002,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6017478.204,2093879.426,37.730374237862826,-122.38186187865688,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,Mo-Fr:4PM-5PM,,,20170418,1,03/15/2018 12:00:00 AM,"(37.730374237862826, -122.38186187865688)",10,3,8,58,1
1174530,CC Acquisition LLC,Push Cart,13060000,VALENCIA ST: 16TH ST to 17TH ST (500 - 599),560 VALENCIA ST,3568009,3568,009,18MFF-0034,REQUESTED,Chai Tea,6006099.355,2106305.353,37.763858081360304,-122.4220826209929,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0034&ExportPDF=1&Filename=18MFF-0034_schedule.pdf,Sa-Su:9AM-4PM,,,20180612,0,07/15/2019 12:00:00 AM,"(37.763858081360304, -122.4220826209929)",8,4,5,28859,19
953198,"Santana ESG, Inc.",Truck,11834000,SHOTWELL ST: 16TH ST to 17TH ST (200 - 299),200 SHOTWELL ST,3571014,3571,014,17MFF-0169,EXPIRED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,6007701.412,2106595.633,37.764745350719494,-122.41656213947006,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0169&ExportPDF=1&Filename=17MFF-0169_schedule.pdf,Sa-Su:10AM-6PM;Mo-Fr:10AM-10PM,,03/21/2017 12:00:00 AM,20170321,1,07/15/2018 12:00:00 AM,"(37.764745350719494, -122.41656213947006)",8,4,7,28859,19
1163786,"SOHOMEI, LLC",Truck,144000,02ND ST: FEDERAL ST to SOUTH PARK (519 - 548),544 02ND ST,3775005,3775,005,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6014572.797,2112894.093,37.782423563294664,-122.39323639939816,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:7AM-8AM/10AM-11AM/11AM-12PM,,,20180521,1,07/15/2019 12:00:00 AM,"(37.782423563294664, -122.39323639939816)",6,2,9,28856,6
1042438,Ruru Juice LLC,Truck,12316000,SUTTER ST: SANSOME ST to MONTGOMERY ST (50 - 99),80 SUTTER ST,0289005,0289,005,17MFF-0198,REQUESTED,Smoothies: Juice: Salads: Fruit Bowls: Soup,6012142.609,2115828.791,37.79034624734142,-122.4018501909886,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0198&ExportPDF=1&Filename=17MFF-0198_schedule.pdf,Mo/We/Fr:9AM-1PM,,,20171129,0,,"(37.79034624734142, -122.4018501909886)",4,1,10,28854,6
963983,Singh Brothers Ice Cream,Truck,7492000,JENNINGS ST: KEY AVE to LE CONTE AVE (3400 - 3499),3444 JENNINGS ST,4995005,4995,005,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6013111.658,2089651.112,37.71852204856645,-122.3966614444168,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,Mo-Fr:1PM-2PM,,,20170418,1,03/15/2018 12:00:00 AM,"(37.71852204856645, -122.3966614444168)",10,3,8,58,1
1297766,Tacos Lol-Tun,Truck,2461000,ARMSTRONG AVE: KEITH ST to 03RD ST (1600 - 1699),1610 ARMSTRONG AVE,5419014,5419,014,18MFF-0101,EXPIRED,Tortas: burritos: tacos: ensaladas: sodas,6014416.253,2092564.576,37.726594363386816,-122.39235562563125,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0101&ExportPDF=1&Filename=18MFF-0101_schedule.pdf,Mo/We/Fr:7AM-4PM,,03/06/2020 12:00:00 AM,20180831,0,01/15/2021 12:00:00 AM,"(37.726594363386816, -122.39235562563125)",10,3,8,58,1
1089697,El Tonayense #60,Truck,6746000,HARRISON ST: 17TH ST to MARIPOSA ST (2050 - 2149),401 TREAT AVE,3573023,3573,023,18MFF-0004,REQUESTED,Tacos: Burritos: Tortas: Quesadillas: Drinks,6008587.223,2105981.305,37.763108325376656,-122.41345489002224,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0004&ExportPDF=1&Filename=18MFF-0004_schedule.pdf,Mo-Su:10AM-4PM,,,20180205,1,07/15/2019 12:00:00 AM,"(37.763108325376656, -122.41345489002224)",8,4,7,28859,19
1163797,"SOHOMEI, LLC",Truck,3376000,BURKE AVE: START: 1500-1599 BLOCK to 03RD ST (1500 - 1599),1570 BURKE AVE,5203066,5203,066,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6016479.94361,2099135.86798,37.74475219161639,-122.38567924872147,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:2PM-3PM,,,20180521,1,07/15/2019 12:00:00 AM,"(37.74475219161639, -122.38567924872147)",10,3,8,58,1
1163801,"SOHOMEI, LLC",Truck,5178000,ELLIS ST: LARKIN ST to POLK ST (700 - 799),730 ELLIS ST,0717006,0717,006,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6007315.572,2113769.269,37.78442073689951,-122.41840535178247,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:10AM-11AM,,,20180521,1,07/15/2019 12:00:00 AM,"(37.78442073689951, -122.41840535178247)",7,9,9,28858,36
1163795,"SOHOMEI, LLC",Truck,9058000,MINNESOTA ST: 23RD ST to 24TH ST (1200 - 1299),1240 MINNESOTA ST,4228015,4228,015,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6015191.235,2102753.826,37.75461495148918,-122.39038813202004,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:1PM-2PM,,,20180521,1,07/15/2019 12:00:00 AM,"(37.75461495148918, -122.39038813202004)",10,3,8,28856,29
1163789,"SOHOMEI, LLC",Truck,131000,02ND ST: JESSIE ST to MISSION ST (69 - 99),85 02ND ST,3708019,3708,019,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6012696.635,2115129.488,37.788457028828915,-122.3998841605663,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:7AM-8AM/10AM-11AM/12PM-1PM,,,20180521,1,07/15/2019 12:00:00 AM,"(37.788457028828915, -122.3998841605663)",12,2,9,28855,6
963990,Singh Brothers Ice Cream,Truck,7479000,JENNINGS ST: VAN DYKE AVE to WALLACE AVE (2100 - 2199),2115 JENNINGS ST,4828021,4828,021,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6015486.282,2092591.619,37.72672797825706,-122.38865842883155,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,Mo-Fr:3PM-4PM,,,20170418,1,03/15/2018 12:00:00 AM,"(37.72672797825706, -122.38865842883155)",10,3,8,58,1
963981,Singh Brothers Ice Cream,Truck,7428000,JAMESTOWN AVE: GRIFFITH ST to CORONADO ST (800 - 850),800 JAMESTOWN AVE,4973034,4973,034,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6015040.705,2088854.908,37.71644300214742,-122.38993787932108,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,Mo-Fr:12PM-1PM,,,20170418,1,03/15/2018 12:00:00 AM,"(37.71644300214742, -122.38993787932108)",10,3,8,58,1
1163798,"SOHOMEI, LLC",Truck,7033000,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),501 HOWARD ST,3736001,3736,001,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:6AM-7AM,,,20180521,1,07/15/2019 12:00:00 AM,"(0.0, 0.0)",,,,,
963996,Singh Brothers Ice Cream,Truck,7895000,KIRKWOOD AVE: NEWHALL ST to PHELPS ST (1600 - 1699),1698 KIRKWOOD AVE,5279027,5279,027,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6014750.983,2097205.93,37.73935716086751,-122.39152281175875,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,Mo-Fr:4PM-5PM,,,20170418,1,03/15/2018 12:00:00 AM,"(37.73935716086751, -122.39152281175875)",10,3,8,58,1
1163800,"SOHOMEI, LLC",Truck,1177000,22ND ST: SAN BRUNO AVE to UTAH ST (2400 - 2449),2401 22ND ST,4154001,4154,001,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6010945.915,2103212.154,37.75563700983233,-122.40510193037899,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:10AM-11AM,,,20180521,1,07/15/2019 12:00:00 AM,"(37.75563700983233, -122.40510193037899)",10,4,8,28859,19
963993,Singh Brothers Ice Cream,Truck,11783000,SHAFTER AVE: HAWES ST to INGALLS ST (1200 - 1299),1207 SHAFTER AVE,4792001A,4792,001A,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6016941.58,2092555.108,37.726708272962156,-122.38362491720036,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,Mo-Fr:3PM-4PM,,,20170418,1,03/15/2018 12:00:00 AM,"(37.726708272962156, -122.38362491720036)",10,3,8,58,1
1163785,"SOHOMEI, LLC",Truck,5073000,EDDY ST: STEINER ST to PIERCE ST (1600 - 1699),1652 EDDY ST,0730 044,0730,044,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6002540.818,2112839.086,37.78159674576022,-122.43485778844028,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:11AM-12PM,,,20180521,1,07/15/2019 12:00:00 AM,"(37.78159674576022, -122.43485778844028)",15,5,11,29490,41
1090081,El Tonayanse #4 / #36,Truck,6740000,HARRISON ST: 13TH ST to 14TH ST (1700 - 1799),1717 HARRISON ST,3901001,3901,001,18MFF-0005,REQUESTED,Tacos: Burritos: Tortas: Quesadillas,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0005&ExportPDF=1&Filename=18MFF-0005_schedule.pdf,Mo-Su:10AM-7PM,,,20180205,1,07/15/2019 12:00:00 AM,"(0.0, 0.0)",,,,,
963982,Singh Brothers Ice Cream,Truck,7819000,KEY AVE: JENNINGS ST to 03RD ST (1000 - 1068),1060 KEY AVE,4994002,4994,002,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6013314.667,2089893.982,37.71920021771331,-122.39597673109593,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,Mo-Fr:1PM-2PM,,,20170418,1,03/15/2018 12:00:00 AM,"(37.71920021771331, -122.39597673109593)",10,3,8,58,1
1163790,"SOHOMEI, LLC",Truck,12678000,TREAT AVE: DIVISION ST \ FLORIDA ST to ALAMEDA ST (1 - 99),Assessors Block 3902/Lot002,3902002,3902,002,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6009046.271,2107865.259,37.76830699279999,-122.41200033609215,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:7AM-8AM/10AM-11AM/12PM-1PM,,,20180521,1,07/15/2019 12:00:00 AM,"(37.76830699279999, -122.41200033609215)",8,4,7,28853,19
1591818,Rita's Catering,Truck,9100000,MISSION ST: 06TH ST to 07TH ST (1000 - 1099),1028 MISSION ST,3703033,3703,033,22MFF-00018,SUSPEND,Filipino Food,6009812.085,2112361.07,37.78069437740818,-122.40966881321906,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00018&ExportPDF=1&Filename=22MFF-00018_schedule.pdf,,,,20220126,0,11/15/2022 12:00:00 AM,"(37.78069437740818, -122.40966881321906)",14,2,9,28853,34
